AGNO,RBD,DGV_RBD,NOM_RBD,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,ESTADO_ESTAB,COD_ENSE,COD_ENSE2,COD_ENSE3,COD_GRADO,COD_GRADO2,LET_CUR,COD_JOR,COD_TIP_CUR,COD_DES_CUR,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,COD_REG_ALU,COD_COM_ALU,NOM_COM_ALU,COD_SEC,COD_ESPE,COD_RAMA,COD_MEN,ENS
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,7028593,2,20071219,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,7669077,2,20070427,5,9,9101,TEMUCO,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,10294129,1,20071210,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,12225825,2,20070729,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,12752979,1,20071013,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,18553126,2,20080626,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,21168883,2,20071231,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,24869558,1,20080225,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,5,5,A,1,0,,251194,1,20070225,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,5,5,A,1,0,,7347104,1,20070321,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,5,5,A,1,0,,7494073,2,20070311,5,9,9112,PADRE LAS CASAS,0,0,0,,1
